season,league_position,club,player_name,transfer_direction,transfer_type,transfer_value,net_transfer
2007/08,11,Tottenham Hotspur,Adel Taarabt,Spent,Full Transfer,4,4
2007/08,11,Tottenham Hotspur,Christ Gunter,Spent,Full Transfer,3.2,3.2
2007/08,11,Tottenham Hotspur,Gilberto,Spent,Full Transfer,2.8,2.8
2007/08,11,Tottenham Hotspur,Danny Rose,Spent,Full Transfer,1,1
2007/08,11,Tottenham Hotspur,Jermain Defoe,Received,Full Transfer,9.3,-9.3
2007/08,11,Tottenham Hotspur,Mido,Received,Full Transfer,8.8,-8.8
2007/08,11,Tottenham Hotspur,Reto Ziegler,Received,Full Transfer,2,-2
2007/08,11,Tottenham Hotspur,Wayne Routledge,Received,Full Transfer,1.7,-1.7
2007/08,11,Tottenham Hotspur,Philip Ifil,Received,Full Transfer,0.47,-0.47
2007/08,11,Tottenham Hotspur,Mark Yeates,Received,Full Transfer,0.27,-0.27
2007/08,12,Newcastle United,Alan Smith,Spent,Full Transfer,9,9
2007/08,12,Newcastle United,Jose Enrique,Spent,Full Transfer,8.7,8.7
2007/08,12,Newcastle United,Joey Barton,Spent,Full Transfer,8.6,8.6
2007/08,12,Newcastle United,David Rozehnal,Spent,Full Transfer,4.3,4.3
2007/08,12,Newcastle United,Habib Beye,Spent,Full Transfer,2.8,2.8
2007/08,12,Newcastle United,Abdoulaye Faye,Spent,Full Transfer,2.8,2.8
2007/08,12,Newcastle United,Tamas Kadar,Spent,Full Transfer,1.35,1.35
2007/08,12,Newcastle United,Ben Tozer,Spent,Full Transfer,0.3,0.3
2007/08,12,Newcastle United,Kieron Dyer,Received,Full Transfer,12,-12
2007/08,12,Newcastle United,Scott Parker,Received,Full Transfer,9.7,-9.7
2007/08,12,Newcastle United,Albert Luque,Received,Full Transfer,8,-8
2007/08,12,Newcastle United,David Rozehnal,Received,Loan Fee,1,-1
2007/08,12,Newcastle United,Matthew Pattison,Received,Full Transfer,0.45,-0.45
2007/08,13,Middlesbrough,Afonso Alves,Spent,Full Transfer,17,17
2007/08,13,Middlesbrough,Jonathan Woodgate,Spent,Full Transfer,9.6,9.6
2007/08,13,Middlesbrough,Mido,Spent,Full Transfer,8.8,8.8
2007/08,13,Middlesbrough,Gary O'Neil,Spent,Full Transfer,7.5,7.5
2007/08,13,Middlesbrough,Luke Young,Spent,Full Transfer,3.75,3.75
2007/08,13,Middlesbrough,Jeremie Aliadiere,Spent,Full Transfer,3,3
2007/08,13,Middlesbrough,Mohamed Shawky,Spent,Full Transfer,0.95,0.95
2007/08,13,Middlesbrough,Yakubu Aiyegbeni,Received,Full Transfer,16.5,-16.5
2007/08,13,Middlesbrough,Jonathan Woodgate,Received,Full Transfer,10.8,-10.8
2007/08,13,Middlesbrough,James Morrison,Received,Full Transfer,2.25,-2.25
2007/08,13,Middlesbrough,Ben Hutchinson,Received,Full Transfer,0.7,-0.7
2007/08,13,Middlesbrough,Andrew Davies,Received,Full Transfer,0.3,-0.3
2007/08,14,Wigan Athletic,Jason Koumas,Spent,Full Transfer,6.9,6.9
2007/08,14,Wigan Athletic,Marlon King,Spent,Full Transfer,4,4
2007/08,14,Wigan Athletic,Antonio Valencia,Spent,Full Transfer,2,2
2007/08,14,Wigan Athletic,Michael Brown,Spent,Full Transfer,1.3,1.3
2007/08,14,Wigan Athletic,Wilson Palacios,Spent,Full Transfer,1.3,1.3
2007/08,14,Wigan Athletic,Andreas Granqvist,Spent,Full Transfer,1,1
2007/08,14,Wigan Athletic,Erik Edman,Spent,Full Transfer,0.7,0.7
2007/08,14,Wigan Athletic,Rachid Bouaouzan,Spent,Full Transfer,0.45,0.45
2007/08,14,Wigan Athletic,Erik Hagen,Spent,Loan Fee,0.25,0.25
2007/08,14,Wigan Athletic,Leighton Baines,Received,Full Transfer,7.5,-7.5
2007/08,14,Wigan Athletic,Fitz Hall,Received,Full Transfer,4,-4
2007/08,14,Wigan Athletic,Lee McCulloch,Received,Full Transfer,3.33,-3.33
2007/08,14,Wigan Athletic,Denny Landzaat,Received,Full Transfer,1.5,-1.5
2007/08,14,Wigan Athletic,Caleb Folan,Received,Full Transfer,1.5,-1.5
2007/08,15,Sunderland,Craig Gordon,Spent,Full Transfer,10.82,10.82
2007/08,15,Sunderland,Kenwyne Jones,Spent,Full Transfer,9,9
2007/08,15,Sunderland,Kieran Richardson,Spent,Full Transfer,8.2,8.2
2007/08,15,Sunderland,Michael Chopra,Spent,Full Transfer,7.5,7.5
2007/08,15,Sunderland,Andy Reid,Spent,Full Transfer,6,6
2007/08,15,Sunderland,Greg Halford,Spent,Full Transfer,5.2,5.2
2007/08,15,Sunderland,Paul McShane,Spent,Full Transfer,3.75,3.75
2007/08,15,Sunderland,Danny Higginbotham,Spent,Full Transfer,3.75,3.75
2007/08,15,Sunderland,Phil Bardsley,Spent,Full Transfer,3,3
2007/08,15,Sunderland,Rade Prica,Spent,Full Transfer,2.7,2.7
2007/08,15,Sunderland,Dickson Etuhu,Spent,Full Transfer,2,2
2007/08,15,Sunderland,Russell Anderson,Spent,Full Transfer,1.5,1.5
2007/08,15,Sunderland,Roy O'Donovan,Spent,Full Transfer,0.5,0.5
2007/08,15,Sunderland,Jean Yvas M'voto,Spent,Full Transfer,0.4,0.4
2007/08,15,Sunderland,Tobias Hysen,Received,Full Transfer,2.5,-2.5
2007/08,15,Sunderland,Stephen Elliott,Received,Full Transfer,0.7,-0.7
2007/08,16,Bolton Wanderers,Gary Cahill,Spent,Full Transfer,6,6
2007/08,16,Bolton Wanderers,Gretar Steinsson,Spent,Full Transfer,5.25,5.25
2007/08,16,Bolton Wanderers,Matthew Taylor,Spent,Full Transfer,4.7,4.7
2007/08,16,Bolton Wanderers,Heidar Helguson,Spent,Full Transfer,2.85,2.85
2007/08,16,Bolton Wanderers,Gavin McCann,Spent,Full Transfer,1.5,1.5
2007/08,16,Bolton Wanderers,Tamir Cohen,Spent,Full Transfer,0.8,0.8
2007/08,16,Bolton Wanderers,Daniel Braaten,Spent,Full Transfer,0.75,0.75
2007/08,16,Bolton Wanderers,Christian Wilhelmsson,Spent,Loan Fee,0.5,0.5
2007/08,16,Bolton Wanderers,Nicolas Anelka,Received,Full Transfer,18,-18
2007/08,16,Bolton Wanderers,Abdoulaye Faye,Received,Full Transfer,2.8,-2.8
2007/08,16,Bolton Wanderers,Lubomir Michalik,Received,Full Transfer,0.67,-0.67
2007/08,16,Bolton Wanderers,Idan Tal,Received,Full Transfer,0.366,-0.366
2007/08,16,Bolton Wanderers,Przemyslaw Kazimierczak,Received,Full Transfer,0.12,-0.12
2007/08,17,Fulham,Diomansy Kamara,Spent,Full Transfer,9,9
2007/08,17,Fulham,Steven Davis,Spent,Full Transfer,5.9,5.9
2007/08,17,Fulham,Chris Baird,Spent,Full Transfer,4.5,4.5
2007/08,17,Fulham,Hameur Bouazza,Spent,Full Transfer,4.5,4.5
2007/08,17,Fulham,Leon Andreasen,Spent,Full Transfer,4.3,4.3
2007/08,17,Fulham,Lee Cook,Spent,Full Transfer,3.75,3.75
2007/08,17,Fulham,Brede Hangeland,Spent,Full Transfer,3.3,3.3
2007/08,17,Fulham,Paul Konchesky,Spent,Full Transfer,3,3
2007/08,17,Fulham,Erik Nevland,Spent,Full Transfer,3,3
2007/08,17,Fulham,Eddie Johnson,Spent,Full Transfer,2.5,2.5
2007/08,17,Fulham,David Healy,Spent,Full Transfer,2.25,2.25
2007/08,17,Fulham,Dejan Stefanovic,Spent,Full Transfer,1.5,1.5
2007/08,17,Fulham,Aaron Hughes,Spent,Full Transfer,1.5,1.5
2007/08,17,Fulham,Toni Kallio,Spent,Full Transfer,0.33,0.33
2007/08,17,Fulham,Papa Bouba Diop,Received,Full Transfer,5,-5
2007/08,17,Fulham,Zat Knight,Received,Full Transfer,4.7,-4.7
2007/08,17,Fulham,Franck Queudrue,Received,Full Transfer,3.75,-3.75
2007/08,17,Fulham,Heidar Helguson,Received,Full Transfer,2.85,-2.85
2007/08,17,Fulham,Liam Rosenior,Received,Full Transfer,1.9,-1.9
2007/08,17,Fulham,Michael Brown,Received,Full Transfer,1.3,-1.3
2007/08,18,Reading,Emerse Fae,Spent,Full Transfer,3.5,3.5
2007/08,18,Reading,Marek Matejovsky,Spent,Full Transfer,1.9,1.9
2007/08,18,Reading,Liam Rosenior,Spent,Full Transfer,1.9,1.9
2007/08,18,Reading,Jimmy Kebe,Spent,Full Transfer,1.8,1.8
2007/08,18,Reading,Kalifa Cisse,Spent,Full Transfer,1.5,1.5
2007/08,18,Reading,Andre Bikey Amougou,Spent,Full Transfer,1.5,1.5
2007/08,18,Reading,Greg Halford,Received,Full Transfer,5.2,-5.2
2007/08,18,Reading,Simon Cox,Received,Full Transfer,0.5,-0.5
2007/08,19,Birmingham City,James McFadden,Spent,Full Transfer,7.5,7.5
2007/08,19,Birmingham City,Fabrice Muamba,Spent,Full Transfer,6,6
2007/08,19,Birmingham City,Garry O'Connor,Spent,Full Transfer,4,4
2007/08,19,Birmingham City,Franck Queudrue,Spent,Full Transfer,3.75,3.75
2007/08,19,Birmingham City,Liam Ridgewell,Spent,Full Transfer,3,3
2007/08,19,Birmingham City,Olivier Kapo,Spent,Full Transfer,2.3,2.3
2007/08,19,Birmingham City,David Murphy,Spent,Full Transfer,2.25,2.25
2007/08,19,Birmingham City,Rafael,Spent,Loan Fee,0.5,0.5
2007/08,19,Birmingham City,DJ Campbell,Received,Full Transfer,3.15,-3.15
2007/08,19,Birmingham City,Stephen Clemence,Received,Full Transfer,1.5,-1.5
2007/08,19,Birmingham City,Rowan Vine,Received,Full Transfer,1.5,-1.5
2007/08,19,Birmingham City,Mat Sadler,Received,Full Transfer,1.1,-1.1
2007/08,19,Birmingham City,Neil Danns,Received,Full Transfer,0.9,-0.9
