season,league_position,club,player_name,transfer_direction,transfer_type,transfer_value,net_transfer
2012/13,19,Reading,Hope Akpan,Spent,Full Transfer,0.37,0.37
2012/13,19,Reading,Michail Antonio,Received,Full Transfer,0.9,-0.9
2012/13,20,Queens Park Rangers,Christopher Samba,Spent,Full Transfer,15,15
2012/13,20,Queens Park Rangers,Loic Remy,Spent,Full Transfer,10.5,10.5
2012/13,20,Queens Park Rangers,Esteban Granero,Spent,Full Transfer,8,8
2012/13,20,Queens Park Rangers,Stephane Mbia,Spent,Full Transfer,6,6
2012/13,20,Queens Park Rangers,Samba Diakite,Spent,Full Transfer,4,4
2012/13,20,Queens Park Rangers,Junior Hoilett,Spent,Full Transfer,3.75,3.75
2012/13,20,Queens Park Rangers,Ji Sung Park,Spent,Full Transfer,3.1,3.1
2012/13,20,Queens Park Rangers,Djibril Cisse,Received,Loan Fee,2,-2
2012/13,20,Queens Park Rangers,Alejandro Faurlin,Received,Loan Fee,1,-1
2012/13,20,Queens Park Rangers,Matthew Connolly,Received,Full Transfer,0.63,-0.63
2012/13,20,Queens Park Rangers,Paddy Kenny,Received,Full Transfer,0.5,-0.5
2012/13,20,Queens Park Rangers,Tommy Smith,Received,Full Transfer,0.38,-0.38
2013/14,1,Manchester City,Fernandinho,Spent,Full Transfer,40,40
2013/14,1,Manchester City,Stevan Jovetic,Spent,Full Transfer,26,26
2013/14,1,Manchester City,Alvaro Negredo,Spent,Full Transfer,25,25
2013/14,1,Manchester City,Jesus Navas,Spent,Full Transfer,20,20
2013/14,1,Manchester City,Martin Demichelis,Spent,Full Transfer,5,5
2013/14,1,Manchester City,Carlos Tevez,Received,Full Transfer,9,-9
2013/14,1,Manchester City,Scott Sinclair,Received,Loan Fee,2.3,-2.3
2013/14,2,Liverpool,Mamadou Sakho,Spent,Full Transfer,19,19
2013/14,2,Liverpool,Iago Aspas,Spent,Full Transfer,10.8,10.8
2013/14,2,Liverpool,Simon Mignolet,Spent,Full Transfer,10.6,10.6
2013/14,2,Liverpool,Luis Alberto,Spent,Full Transfer,8,8
2013/14,2,Liverpool,Tiago Ilori,Spent,Full Transfer,7.5,7.5
2013/14,2,Liverpool,Victor Moses,Spent,Loan Fee,1.2,1.2
2013/14,2,Liverpool,Aly Cissokho,Spent,Loan Fee,1,1
2013/14,2,Liverpool,Andy Carroll,Received,Full Transfer,17.5,-17.5
2013/14,2,Liverpool,Jonjo Shelvey,Received,Full Transfer,5.9,-5.9
2013/14,2,Liverpool,Stewart Downing,Received,Full Transfer,5.8,-5.8
2013/14,2,Liverpool,Fabio Borini,Received,Loan Fee,1.8,-1.8
2013/14,2,Liverpool,Jay Spearing,Received,Full Transfer,1.6,-1.6
2013/14,3,Chelsea,Willian,Spent,Full Transfer,35.5,35.5
2013/14,3,Chelsea,Nemanja Matic,Spent,Full Transfer,25,25
2013/14,3,Chelsea,Andre Schurrle,Spent,Full Transfer,22,22
2013/14,3,Chelsea,Mohamed Salah,Spent,Full Transfer,16.5,16.5
2013/14,3,Chelsea,Kurt Zouma,Spent,Full Transfer,14.6,14.6
2013/14,3,Chelsea,Marco van Ginkel,Spent,Full Transfer,9.4,9.4
2013/14,3,Chelsea,Christian Atsu,Spent,Full Transfer,3,3
2013/14,3,Chelsea,Stipe Perica,Spent,Full Transfer,2.45,2.45
2013/14,3,Chelsea,Cristian Cuevas,Spent,Full Transfer,1.9,1.9
2013/14,3,Chelsea,Juan Mata,Received,Full Transfer,44.73,-44.73
2013/14,3,Chelsea,Kevin De Bruyne,Received,Full Transfer,22,-22
2013/14,3,Chelsea,Jeffrey Bruma,Received,Full Transfer,3.5,-3.5
2013/14,3,Chelsea,Romelu Lukaku,Received,Loan Fee,3.5,-3.5
2013/14,3,Chelsea,Wallace Oliveira,Received,Loan Fee,1.5,-1.5
2013/14,3,Chelsea,Victor Moses,Received,Loan Fee,1.2,-1.2
2013/14,3,Chelsea,Oriol Romeu,Received,Loan Fee,1,-1
2013/14,4,Arsenal,Mesut Ozil,Spent,Full Transfer,47,47
2013/14,4,Arsenal,Emiliano Viviano,Spent,Loan Fee,1,1
2013/14,4,Arsenal,Kim Kallstrom,Spent,Loan Fee,0.75,0.75
2013/14,4,Arsenal,Semi Ajayi,Spent,Full Transfer,0.5,0.5
2013/14,4,Arsenal,Gervinho,Received,Full Transfer,8,-8
2013/14,4,Arsenal,Vito Mannone,Received,Full Transfer,2.4,-2.4
2013/14,4,Arsenal,Marouane Chamakh,Received,Full Transfer,1.2,-1.2
2013/14,4,Arsenal,Emmanuel Frimpong,Received,Full Transfer,0.25,-0.25
2013/14,4,Arsenal,Francis Coquelin,Received,Loan Fee,0.2,-0.2
2013/14,4,Arsenal,Nico Yennaris,Received,Full Transfer,0.1,-0.1
2013/14,5,Everton,James McCarthy,Spent,Full Transfer,15.3,15.3
2013/14,5,Everton,Arouna Kone,Spent,Full Transfer,7,7
2013/14,5,Everton,Joel Robles,Spent,Full Transfer,4,4
2013/14,5,Everton,Romelu Lukaku,Spent,Loan Fee,3.5,3.5
2013/14,5,Everton,Aiden McGeady,Spent,Full Transfer,2,2
2013/14,5,Everton,Marouane Fellaini,Received,Full Transfer,32.4,-32.4
2013/14,5,Everton,Nikica Jelavic,Received,Full Transfer,7.8,-7.8
2013/14,5,Everton,Victor Anichebe,Received,Full Transfer,5.9,-5.9
2013/14,6,Tottenham Hotspur,Roberto Soldado,Spent,Full Transfer,30,30
2013/14,6,Tottenham Hotspur,Erik Lamela,Spent,Full Transfer,30,30
2013/14,6,Tottenham Hotspur,Paulinho,Spent,Full Transfer,19.73,19.73
2013/14,6,Tottenham Hotspur,Christian Eriksen,Spent,Full Transfer,13.5,13.5
2013/14,6,Tottenham Hotspur,Etienne Capoue,Spent,Full Transfer,11,11
2013/14,6,Tottenham Hotspur,Vlad Chiriches,Spent,Full Transfer,9.5,9.5
2013/14,6,Tottenham Hotspur,Nacer Chadli,Spent,Full Transfer,8.15,8.15
2013/14,6,Tottenham Hotspur,Gareth Bale,Received,Full Transfer,101,-101
2013/14,6,Tottenham Hotspur,Steven Caulker,Received,Full Transfer,9.15,-9.15
2013/14,6,Tottenham Hotspur,Jermain Defoe,Received,Full Transfer,7.3,-7.3
2013/14,6,Tottenham Hotspur,Clint Dempsey,Received,Full Transfer,6.8,-6.8
2013/14,6,Tottenham Hotspur,Tom Huddlestone,Received,Full Transfer,5.8,-5.8
2013/14,6,Tottenham Hotspur,Scott Parker,Received,Full Transfer,4.5,-4.5
2013/14,6,Tottenham Hotspur,Simon Dawkins,Received,Full Transfer,0.57,-0.57
2013/14,6,Tottenham Hotspur,Massimo Luongo,Received,Full Transfer,0.47,-0.47
2013/14,6,Tottenham Hotspur,Jake Livermore,Received,Loan Fee,0.3,-0.3
2013/14,7,Manchester United,Juan Mata,Spent,Full Transfer,44.73,44.73
2013/14,7,Manchester United,Marouane Fellaini,Spent,Full Transfer,32.4,32.4
2013/14,7,Manchester United,Saidy Janko,Spent,Full Transfer,0.83,0.83
2013/14,7,Manchester United,Wilfried Zaha,Received,Loan Fee,1.8,-1.8
2013/14,8,Southampton,Daniel Osvaldo,Spent,Full Transfer,15.1,15.1
2013/14,8,Southampton,Victor Wanyama,Spent,Full Transfer,14.5,14.5
2013/14,8,Southampton,Dejan Lovren,Spent,Full Transfer,10,10
2013/14,8,Southampton,Jason Puncheon,Received,Full Transfer,2.2,-2.2
2013/14,8,Southampton,Vegard Forren,Received,Full Transfer,2,-2
2013/14,9,Stoke City,Erik Pieters,Spent,Full Transfer,3.6,3.6
2013/14,9,Stoke City,Marko Arnautovic,Spent,Full Transfer,2.8,2.8
2013/14,9,Stoke City,Stephen Ireland,Spent,Loan Fee,0.6,0.6
2013/14,10,Newcastle United,Loic Remy,Spent,Loan Fee,2.3,2.3
2013/14,10,Newcastle United,Luuk de Jong,Spent,Loan Fee,1.5,1.5
2013/14,10,Newcastle United,Yohan Cabaye,Received,Full Transfer,25,-25
2013/14,10,Newcastle United,James Perch,Received,Full Transfer,0.87,-0.87
2013/14,11,Crystal Palace,Dwight Gayle,Spent,Full Transfer,5.3,5.3
2013/14,11,Crystal Palace,Wayne Hennessey,Spent,Full Transfer,3.65,3.65
2013/14,11,Crystal Palace,Adrian Mariappa,Spent,Full Transfer,3.5,3.5
2013/14,11,Crystal Palace,Adlene Guedioura,Spent,Full Transfer,3.5,3.5
2013/14,11,Crystal Palace,Joe Ledley,Spent,Full Transfer,3.5,3.5
2013/14,11,Crystal Palace,Jack Hunt,Spent,Full Transfer,2.35,2.35
2013/14,11,Crystal Palace,Jason Puncheon,Spent,Full Transfer,2.2,2.2
2013/14,11,Crystal Palace,Barry Bannan,Spent,Full Transfer,2.1,2.1
2013/14,11,Crystal Palace,Jose Campana,Spent,Full Transfer,2,2
2013/14,11,Crystal Palace,Scott Dann,Spent,Full Transfer,1.83,1.83
2013/14,11,Crystal Palace,Marouna Chamakh,Spent,Full Transfer,1.2,1.2
2013/14,11,Crystal Palace,Stephen Dobbie,Spent,Full Transfer,0.99,0.99
2013/14,11,Crystal Palace,Jimmy Kebe,Spent,Full Transfer,0.88,0.88
2013/14,12,Swansea City,Wilfried Bony,Spent,Full Transfer,16,16
2013/14,12,Swansea City,Jonjo Shelvey,Spent,Full Transfer,5.9,5.9
2013/14,12,Swansea City,Jordi Amat,Spent,Full Transfer,2.9,2.9
2013/14,12,Swansea City,Alvaro Vazquez,Spent,Loan Fee,1.2,1.2
2013/14,12,Swansea City,Alejnadro Pozuelo,Spent,Full Transfer,0.5,0.5
2013/14,12,Swansea City,Adam King,Spent,Full Transfer,0.21,0.21
2013/14,13,West Ham United,Andy Carroll,Spent,Full Transfer,17.5,17.5
2013/14,13,West Ham United,Stewart Downing,Spent,Full Transfer,5.8,5.8
2013/14,13,West Ham United,Marco Borriello,Spent,Loan Fee,0.7,0.7
2013/14,13,West Ham United,Rob Hall,Received,Full Transfer,0.53,-0.53
2013/14,14,Sunderland,Jozy Altidore,Spent,Full Transfer,10,10
2013/14,14,Sunderland,Emmanuele Giaccherini,Spent,Full Transfer,7.5,7.5
2013/14,14,Sunderland,Liam Bridcutt,Spent,Full Transfer,3.66,3.66
2013/14,14,Sunderland,Ignacio Scocco,Spent,Full Transfer,3.65,3.65
2013/14,14,Sunderland,Charalampos Mavrias,Spent,Full Transfer,3,3
2013/14,14,Sunderland,Vito Mannone,Spent,Full Transfer,2.4,2.4
2013/14,14,Sunderland,Fabio Borini,Spent,Loan Fee,1.8,1.8
2013/14,14,Sunderland,David Moberg Karlsson,Spent,Full Transfer,1.75,1.75
2013/14,14,Sunderland,Ondrej Celustka,Spent,Loan Fee,0.15,0.15
2013/14,14,Sunderland,Simon Mignolet,Received,Full Transfer,10.6,-10.6
2013/14,14,Sunderland,Stephane Sessegnon,Received,Full Transfer,7,-7
2013/14,14,Sunderland,James McClean,Received,Full Transfer,2.33,-2.33
2013/14,14,Sunderland,Ahmed Elmohamady,Received,Full Transfer,2.3,-2.3
2013/14,14,Sunderland,Cabral,Received,Loan Fee,0.15,-0.15
2013/14,15,Aston Villa,Libor Kozak,Spent,Full Transfer,6.5,6.5
2013/14,15,Aston Villa,Jores Okore,Spent,Full Transfer,4.7,4.7
2013/14,15,Aston Villa,Aleksandar Tonev,Spent,Full Transfer,3.2,3.2
2013/14,15,Aston Villa,Antonio Luna,Spent,Full Transfer,2,2
2013/14,15,Aston Villa,Nicklas Helenius,Spent,Full Transfer,1.5,1.5
2013/14,15,Aston Villa,Leandro Bacuna,Spent,Full Transfer,1.13,1.13
2013/14,15,Aston Villa,Jed Steer,Spent,Full Transfer,0.54,0.54
2013/14,15,Aston Villa,Jean II Makoun,Received,Full Transfer,3,-3
2013/14,15,Aston Villa,Darren Bent,Received,Loan Fee,2.4,-2.4
2013/14,15,Aston Villa,Barry Bannan,Received,Full Transfer,2.1,-2.1
2013/14,15,Aston Villa,Stephen Ireland,Received,Loan Fee,0.6,-0.6
2013/14,16,Hull City,Shane Long,Spent,Full Transfer,8.5,8.5
2013/14,16,Hull City,Nikica Jelavic,Spent,Full Transfer,7.8,7.8
2013/14,16,Hull City,Tom Huddlestone,Spent,Full Transfer,5.8,5.8
2013/14,16,Hull City,Curtis Davies,Spent,Full Transfer,2.65,2.65
2013/14,16,Hull City,Ahmed Elmohamady,Spent,Full Transfer,2.3,2.3
2013/14,16,Hull City,Yannick Sagbo,Spent,Full Transfer,1.8,1.8
2013/14,16,Hull City,Allan McGregor,Spent,Full Transfer,1.75,1.75
2013/14,16,Hull City,Jake Livermore,Spent,Loan Fee,0.3,0.3
2013/14,16,Hull City,Gedo,Spent,Loan Fee,0.2,0.2
2013/14,16,Hull City,Corry Evans,Received,Full Transfer,0.88,-0.88
2013/14,17,West Bromwich Albion,Stephane Sessegnon,Spent,Full Transfer,7,7
2013/14,17,West Bromwich Albion,Victor Anichebe,Spent,Full Transfer,5.9,5.9
2013/14,17,West Bromwich Albion,Scott Sinclair,Spent,Loan Fee,2.3,2.3
2013/14,17,West Bromwich Albion,Thievy Bifouma,Spent,Loan Fee,0.5,0.5
2013/14,17,West Bromwich Albion,Shane Long,Received,Full Transfer,8.5,-8.5
2013/14,17,West Bromwich Albion,Peter Odemwingie,Received,Full Transfer,2.9,-2.9
2013/14,18,Norwich City,Ricky van Wolfswinkel,Spent,Full Transfer,10,10
2013/14,18,Norwich City,Gary Hooper,Spent,Full Transfer,6.3,6.3
2013/14,18,Norwich City,Leroy Fer,Spent,Full Transfer,5.5,5.5
2013/14,18,Norwich City,Martin Olsson,Spent,Full Transfer,2.9,2.9
2013/14,18,Norwich City,Nathan Redmond,Spent,Full Transfer,2.3,2.3
2013/14,18,Norwich City,Javier Garrido,Spent,Full Transfer,1.5,1.5
2013/14,18,Norwich City,Joseph Yobo,Spent,Loan Fee,0.85,0.85
2013/14,18,Norwich City,Johan Elmander,Spent,Loan Fee,0.7,0.7
2013/14,18,Norwich City,Grant Holt,Received,Full Transfer,1.8,-1.8
2013/14,18,Norwich City,James Vaughan,Received,Full Transfer,0.87,-0.87
2013/14,18,Norwich City,Jacob Butterfield,Received,Full Transfer,0.62,-0.62
2013/14,18,Norwich City,Leon Barnett,Received,Full Transfer,0.58,-0.58
2013/14,18,Norwich City,Jed Steer,Received,Full Transfer,0.54,-0.54
2013/14,18,Norwich City,Daniel Ayala,Received,Full Transfer,0.42,-0.42
2013/14,19,Fulham,Konstantinos Mitroglou,Spent,Full Transfer,15.2,15.2
2013/14,19,Fulham,Maarten Stekelnburg,Spent,Full Transfer,5.6,5.6
2013/14,19,Fulham,Scott Parker,Spent,Full Transfer,4.5,4.5
2013/14,19,Fulham,Darren Bent,Spent,Loan Fee,2.4,2.4
2013/14,19,Fulham,Sascha Riether,Spent,Full Transfer,1.4,1.4
2013/14,19,Fulham,Elsad Zverotic,Spent,Full Transfer,0.4,0.4
2013/14,19,Fulham,Kerim Frei,Received,Full Transfer,3.15,-3.15
2013/14,19,Fulham,Bryan Ruiz,Received,Loan Fee,1,-1
2013/14,20,Cardiff City,Gary Medel,Spent,Full Transfer,13,13
2013/14,20,Cardiff City,Steven Caulker,Spent,Full Transfer,9.15,9.15
2013/14,20,Cardiff City,Andreas Cornelius,Spent,Full Transfer,8.7,8.7
2013/14,20,Cardiff City,Mats Moller Daehli,Spent,Full Transfer,3,3
2013/14,20,Cardiff City,Peter Odemwingie,Spent,Full Transfer,2.9,2.9
2013/14,20,Cardiff City,Kevin Theophile Catherine,Spent,Full Transfer,2.5,2.5
2013/14,20,Cardiff City,Magnus Wolff Eikrem,Spent,Full Transfer,2.5,2.5
2013/14,20,Cardiff City,Wilfried Zaha,Spent,Loan Fee,1.8,1.8
2013/14,20,Cardiff City,John Brayford,Spent,Full Transfer,1.74,1.74
2013/14,20,Cardiff City,Cala,Spent,Full Transfer,0.35,0.35
2013/14,20,Cardiff City,Simon Moore,Spent,Full Transfer,0.17,0.17
2013/14,20,Cardiff City,Andreas Cornelius,Received,Full Transfer,3.5,-3.5
2013/14,20,Cardiff City,Rudy Gestede,Received,Full Transfer,0.24,-0.24
2014/15,1,Chelsea,Diego Costa,Spent,Full Transfer,38,38
2014/15,1,Chelsea,Cesc Fabregas,Spent,Full Transfer,33,33
2014/15,1,Chelsea,Juan Cuadrado,Spent,Full Transfer,31,31
2014/15,1,Chelsea,Filipe Luis,Spent,Full Transfer,20,20
2014/15,1,Chelsea,Loic Remy,Spent,Full Transfer,13.2,13.2
2014/15,1,Chelsea,Mario Pasalic,Spent,Full Transfer,2.5,2.5
2014/15,1,Chelsea,David Luiz,Received,Full Transfer,49.5,-49.5
2014/15,1,Chelsea,Romelu Lukaku,Received,Full Transfer,35.36,-35.36
2014/15,1,Chelsea,Andre Schurrle,Received,Full Transfer,32,-32
2014/15,1,Chelsea,Ryan Bertrand,Received,Full Transfer,13.34,-13.34
2014/15,1,Chelsea,Demba Ba,Received,Full Transfer,6,-6
2014/15,1,Chelsea,Fernando Torres,Received,Full Transfer,3,-3
2014/15,1,Chelsea,Patrick van Aanholt,Received,Full Transfer,1.9,-1.9
2014/15,1,Chelsea,Thorgan Hazard,Received,Loan Fee,1.5,-1.5
2014/15,1,Chelsea,George Saville,Received,Full Transfer,1.25,-1.25
2014/15,1,Chelsea,Marco van Ginkel,Received,Loan Fee,1,-1
2014/15,1,Chelsea,Lucas Piazon,Received,Loan Fee,0.8,-0.8
2014/15,1,Chelsea,Oriol Romeu,Received,Loan Fee,0.25,-0.25
2014/15,1,Chelsea,Tomas Kalas,Received,Loan Fee,0.2,-0.2
2014/15,2,Manchester City,Wilfried Bony,Spent,Full Transfer,32.3,32.3
2014/15,2,Manchester City,Eliaquim Mangala,Spent,Full Transfer,30.5,30.5
2014/15,2,Manchester City,Fernando,Spent,Full Transfer,15,15
2014/15,2,Manchester City,Willy Caballero,Spent,Full Transfer,8,8
2014/15,2,Manchester City,Bruno Zuculini,Spent,Full Transfer,2.5,2.5
2014/15,2,Manchester City,Javi Garcia,Received,Full Transfer,16.8,-16.8
2014/15,2,Manchester City,Jack Rodwell,Received,Full Transfer,12.6,-12.6
2014/15,2,Manchester City,Micah Richards,Received,Loan Fee,1,-1
2014/15,2,Manchester City,Albert Rusnak,Received,Full Transfer,0.22,-0.22
2014/15,3,Arsenal,Alexis Sanchez,Spent,Full Transfer,42.5,42.5
2014/15,3,Arsenal,Calum Chambers,Spent,Full Transfer,20.23,20.23
2014/15,3,Arsenal,Danny Welbeck,Spent,Full Transfer,20,20
2014/15,3,Arsenal,Gabriel Paulista,Spent,Full Transfer,15,15
2014/15,3,Arsenal,Mathieu Debuchy,Spent,Full Transfer,15,15
2014/15,3,Arsenal,David Ospina,Spent,Full Transfer,4,4
2014/15,3,Arsenal,Krystian Bielik,Spent,Full Transfer,2.25,2.25
2014/15,3,Arsenal,Thomas Vermaelen,Received,Full Transfer,19,-19
2014/15,3,Arsenal,Johan Djourou,Received,Full Transfer,2.8,-2.8
2014/15,3,Arsenal,Ignasi Miquel,Received,Full Transfer,1.9,-1.9
2014/15,3,Arsenal,Thomas Eisfeld,Received,Full Transfer,1.5,-1.5
2014/15,3,Arsenal,Kristoffer Olsson,Received,Full Transfer,1,-1
2014/15,3,Arsenal,Joel Campbell,Received,Full Transfer,1,-1
2014/15,3,Arsenal,Lukas Podolski,Received,Full Transfer,0.6,-0.6
2014/15,4,Manchester United,Angel Di Maria,Spent,Full Transfer,75,75
2014/15,4,Manchester United,Luke Shaw,Spent,Full Transfer,37.5,37.5
2014/15,4,Manchester United,Ander Herrera,Spent,Full Transfer,36,36
2014/15,4,Manchester United,Marcos Rojo,Spent,Full Transfer,20,20
2014/15,4,Manchester United,Daley Blind,Spent,Full Transfer,17.5,17.5
2014/15,4,Manchester United,Falcao,Spent,Loan Fee,7.6,7.6
2014/15,4,Manchester United,Vanja Milinkovic Savic,Spent,Full Transfer,1.75,1.75
2014/15,4,Manchester United,Danny Welback,Received,Full Transfer,20,-20
2014/15,4,Manchester United,Shinji Kagawa,Received,Full Transfer,8,-8
2014/15,4,Manchester United,Alexander Buttner,Received,Full Transfer,5.5,-5.5
2014/15,4,Manchester United,Wilfried Zaha,Received,Full Transfer,3.83,-3.83
2014/15,4,Manchester United,Chicharito,Received,Loan Fee,3,-3
2014/15,4,Manchester United,Bebe,Received,Full Transfer,3,-3
2014/15,4,Manchester United,Michael Keane,Received,Full Transfer,2.56,-2.56
2014/15,4,Manchester United,Patrice Evra,Received,Full Transfer,1.9,-1.9
2014/15,4,Manchester United,Angelo Henriquez,Received,Loan Fee,1.5,-1.5
2014/15,5,Tottenham Hotspur,Ben Davies,Spent,Full Transfer,12.65,12.65
2014/15,5,Tottenham Hotspur,Federico Fazio,Spent,Full Transfer,10,10
2014/15,5,Tottenham Hotspur,Dele Alli,Spent,Full Transfer,6.63,6.63
2014/15,5,Tottenham Hotspur,Benjamin Stambouli,Spent,Full Transfer,5.9,5.9
2014/15,5,Tottenham Hotspur,Michel Vorm,Spent,Full Transfer,5.69,5.69
2014/15,5,Tottenham Hotspur,Eric Dier,Spent,Full Transfer,5,5
2014/15,5,Tottenham Hotspur,DeAndre Yedlin,Spent,Full Transfer,2.6,2.6
2014/15,5,Tottenham Hotspur,Gylfi Sigurdsson,Received,Full Transfer,10.1,-10.1
2014/15,5,Tottenham Hotspur,Sandro,Received,Full Transfer,7.5,-7.5
2014/15,5,Tottenham Hotspur,Jake Livermore,Received,Full Transfer,7,-7
2014/15,5,Tottenham Hotspur,Kyle Naughton,Received,Full Transfer,6.6,-6.6
2014/15,5,Tottenham Hotspur,Michael Dawson,Received,Full Transfer,4.4,-4.4
2014/15,5,Tottenham Hotspur,Zeki Fryers,Received,Full Transfer,3.8,-3.8
2014/15,5,Tottenham Hotspur,Lewis Holtby,Received,Full Transfer,2.5,-2.5
2014/15,5,Tottenham Hotspur,Iago Falque,Received,Full Transfer,2,-2
2014/15,5,Tottenham Hotspur,Jonathan Obika,Received,Full Transfer,0.25,-0.25
2014/15,6,Liverpool,Adam Lallana,Spent,Full Transfer,31,31
2014/15,6,Liverpool,Dejan Lovren,Spent,Full Transfer,25.3,25.3
2014/15,6,Liverpool,Lazar Markovic,Spent,Full Transfer,25,25
2014/15,6,Liverpool,Mario Balotelli,Spent,Full Transfer,20,20
2014/15,6,Liverpool,Alberto Moreno,Spent,Full Transfer,18,18
2014/15,6,Liverpool,Divock Origi,Spent,Full Transfer,12.63,12.63
2014/15,6,Liverpool,Emre Can,Spent,Full Transfer,12,12
2014/15,6,Liverpool,Rickie Lambert,Spent,Full Transfer,5.5,5.5
2014/15,6,Liverpool,Javier Manquillo,Spent,Loan Fee,2,2
2014/15,6,Liverpool,Luis Suarez,Received,Full Transfer,81.72,-81.72
2014/15,6,Liverpool,Oussama Assaidi,Received,Full Transfer,6,-6
2014/15,6,Liverpool,Daneil Agger,Received,Full Transfer,4,-4
2014/15,6,Liverpool,Pepe Reina,Received,Full Transfer,3,-3
2014/15,6,Liverpool,Martin Kelly,Received,Full Transfer,2,-2
2014/15,6,Liverpool,Suso,Received,Full Transfer,1.3,-1.3
2014/15,6,Liverpool,Jack Robinson,Received,Full Transfer,1.25,-1.25
2014/15,7,Southampton,Sadio Mane,Spent,Full Transfer,15,15
2014/15,7,Southampton,Shane Long,Spent,Full Transfer,14.9,14.9
2014/15,7,Southampton,Dusan Tadic,Spent,Full Transfer,14,14
2014/15,7,Southampton,Ryan Bertrand,Spent,Full Transfer,13.34,13.34
2014/15,7,Southampton,Fraser Forster,Spent,Full Transfer,12.5,12.5
2014/15,7,Southampton,Graziano Pelle,Spent,Full Transfer,11,11
2014/15,7,Southampton,Florian Gardos,Spent,Full Transfer,6.8,6.8
2014/15,7,Southampton,Eljero Elia,Spent,Loan Fee,0.5,0.5
2014/15,7,Southampton,Luke Shaw,Received,Full Transfer,37.5,-37.5
2014/15,7,Southampton,Adam Lallana,Received,Full Transfer,31,-31
2014/15,7,Southampton,Dejan Lovren,Received,Full Transfer,25.3,-25.3
2014/15,7,Southampton,Callum Chambers,Received,Full Transfer,20.23,-20.23
2014/15,7,Southampton,Rickie Lambert,Received,Full Transfer,5.5,-5.5
2014/15,7,Southampton,Jack Cork,Received,Full Transfer,4,-4
2014/15,7,Southampton,Billy Sharp,Received,Full Transfer,0.3,-0.3
2014/15,8,Swansea City,Gylfi Sigurdsson,Spent,Full Transfer,10.1,10.1
2014/15,8,Swansea City,Federico Fernandez,Spent,Full Transfer,10,10
2014/15,8,Swansea City,Kyle Naughton,Spent,Full Transfer,6.6,6.6
2014/15,8,Swansea City,Jefferson Montero,Spent,Full Transfer,5,5
2014/15,8,Swansea City,Jack Cork,Spent,Full Transfer,4,4
2014/15,8,Swansea City,Matt Grimes,Spent,Full Transfer,2.24,2.24
2014/15,8,Swansea City,Modou Barrow,Spent,Full Transfer,1.89,1.89
2014/15,8,Swansea City,Marvin Emnes,Spent,Full Transfer,1.7,1.7
2014/15,8,Swansea City,Wilfried Bony,Received,Full Transfer,32.3,-32.3
2014/15,8,Swansea City,Ben Davies,Received,Full Transfer,12.65,-12.65
2014/15,8,Swansea City,Michel Vorm,Received,Full Transfer,5.69,-5.69
2014/15,8,Swansea City,Chico,Received,Full Transfer,5,-5
2014/15,8,Swansea City,Pablo Hernandez,Received,Full Transfer,5,-5
2014/15,8,Swansea City,Michu,Received,Loan Fee,1.25,-1.25
2014/15,9,Stoke City,Bojan Krkic,Spent,Full Transfer,1.8,1.8
2014/15,9,Stoke City,Michael Kightly,Received,Full Transfer,1.9,-1.9
2014/15,9,Stoke City,Cameron Jerome,Received,Full Transfer,1.9,-1.9
2014/15,10,Crystal Palace,James McArthur,Spent,Full Transfer,8.8,8.8
2014/15,10,Crystal Palace,Jordon Mutch,Spent,Full Transfer,6.34,6.34
2014/15,10,Crystal Palace,Pape Souare,Spent,Full Transfer,5.33,5.33
2014/15,10,Crystal Palace,Wilfried Zaha,Spent,Full Transfer,3.83,3.83
2014/15,10,Crystal Palace,Zeki Fryers,Spent,Full Transfer,3.8,3.8
2014/15,10,Crystal Palace,Martin Kelly,Spent,Full Transfer,2,2
2014/15,10,Crystal Palace,Frazier Campbell,Spent,Full Transfer,1.14,1.14
2014/15,10,Crystal Palace,Keshi Anderson,Spent,Full Transfer,0.04,0.04
2014/15,10,Crystal Palace,Jose Campana,Received,Full Transfer,1.8,-1.8
2014/15,10,Crystal Palace,Stuart O'Keefe,Received,Full Transfer,1.07,-1.07
2014/15,11,Everton,Romelu Lukaku,Spent,Full Transfer,35.36,35.36
2014/15,11,Everton,Muhamed Besic,Spent,Full Transfer,4.8,4.8
2014/15,11,Everton,Shane Duffy,Received,Full Transfer,1.9,-1.9
2014/15,12,West Ham United,Enner Valencia,Spent,Full Transfer,15,15
2014/15,12,West Ham United,Cheikhou Kouyate,Spent,Full Transfer,7.5,7.5
2014/15,12,West Ham United,Diafra Sakho,Spent,Full Transfer,5,5
2014/15,12,West Ham United,Aaron Cresswell,Spent,Full Transfer,4.75,4.75
2014/15,12,West Ham United,Doneil Henry,Spent,Full Transfer,1.9,1.9
2014/15,12,West Ham United,Morgan Amalfitano,Spent,Full Transfer,1,1
2014/15,12,West Ham United,Mohamed Diame,Received,Full Transfer,4.4,-4.4
2014/15,13,West Bromwich Albion,Brown Ideye,Spent,Full Transfer,12.63,12.63
2014/15,13,West Bromwich Albion,Callum McManaman,Spent,Full Transfer,6.35,6.35
2014/15,13,West Bromwich Albion,Cristian Gamboa,Spent,Full Transfer,2.4,2.4
2014/15,13,West Bromwich Albion,Sebastian Blanco,Spent,Full Transfer,2,2
2014/15,13,West Bromwich Albion,Sebastien Pocognoli,Spent,Full Transfer,1.5,1.5
2014/15,13,West Bromwich Albion,George Thorne,Received,Full Transfer,2.3,-2.3
